,Customer_id,City,State,County,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timely Responses,Timely Fixes,Timely Replacements,Reliability,Options,Respectfulness Response,Courteous Exchange,Active Listening
4841,I293072,Cocoa,FL,Brevard,15741,Rural,America/New_York,English as a foreign language teacher,2.0,53.0,Regular High School Diploma,Retired,18210.97,Divorced,Male,Yes,6.196312,18,0,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Mailed Check,8.71167,135.7894,1129.874,2,2,3,2,6,3,2,3
4842,S623345,Newport News,VA,Newport News,25578,Urban,America/New_York,Regulatory affairs officer,7.0,53.0,Bachelor's Degree,Full Time,40633.4,Never Married,Female,Yes,11.47902,12,2,1,No,Two Year,No,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Bank Transfer(automatic),4.820891,211.633,1569.608,3,3,2,2,4,2,3,2
4843,T708376,Lexington,MO,Lafayette,5547,Suburban,America/Chicago,"Education officer, environmental",1.0,80.0,Bachelor's Degree,Part Time,22918.99,Widowed,Female,Yes,11.55955,14,3,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),16.57839,123.921,1771.851,3,4,2,4,4,3,3,1
4844,W682855,West Salem,IL,Edwards,1590,Urban,America/Chicago,"Investment banker, operational",1.0,28.0,Bachelor's Degree,Student,18054.15,Never Married,Female,Yes,10.61167,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No,No,Mailed Check,2.780924,154.1052,3382.424,5,5,5,5,3,3,4,2
4845,G813506,Munford,TN,Tipton,9777,Urban,America/Chicago,Passenger transport manager,2.0,53.0,Regular High School Diploma,Retired,8091.21,Divorced,Male,No,10.52135,13,0,0,No,Month-to-month,No,No,None,Yes,No,No,No,No,Yes,Yes,No,No,Electronic Check,36.19603,118.6578,468.5975,3,4,3,3,3,3,3,3
4846,V942742,Boyds,MD,Montgomery,10481,Suburban,America/New_York,Chief of Staff,1.0,36.0,Regular High School Diploma,Unemployed,12993.3,Divorced,Male,No,12.4557,9,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Mailed Check,4.212653,148.6362,659.4098,3,3,4,1,5,2,3,4
4847,Y654641,Gainesville,FL,Alachua,48905,Rural,America/New_York,Magazine features editor,1.0,63.0,Regular High School Diploma,Full Time,27506.01,Married,Male,No,40.09881,14,1,1,No,One year,No,No,None,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,9.525184,122.1314,820.0423,2,3,4,4,3,2,3,4
4848,C45413,Winchester,TN,Franklin,14601,Rural,America/Chicago,Probation officer,0.0,44.0,"Some College, 1 or More Years, No Degree",Full Time,13476.42,Divorced,Female,No,7.084947,11,0,0,No,Two Year,No,No,DSL,No,No,No,Yes,Yes,No,No,No,Yes,Electronic Check,36.19603,128.6258,983.1469,5,6,5,3,3,4,3,5
4849,D216382,Sturgis,KY,Union,4128,Rural,America/Chicago,Radio producer,1.0,53.0,Associate's Degree,Full Time,30536.02,Divorced,Male,No,38.04037,12,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Electronic Check,4.096547,148.8713,3382.424,4,4,5,3,3,6,6,4
4850,W58371,Oakwood,TX,Leon,2968,Suburban,America/Chicago,"Engineer, electronics",3.0,83.0,Nursery School to 8th Grade,Retired,42800.66,Never Married,Female,Yes,9.275279,17,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,2.250238,239.6566,693.3489,5,4,4,5,3,4,4,3
4851,V581138,Linn,WV,Gilmer,615,Urban,America/New_York,Risk analyst,1.0,53.0,GED or Alternative Credential,Part Time,5362.71,Widowed,Female,Yes,6.738803,13,0,1,No,Two Year,No,Yes,None,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),5.236648,209.3055,1060.769,5,4,4,3,1,4,3,4
4852,Z257700,Oak Island,NC,Brunswick,7252,Urban,America/New_York,Wellsite geologist,1.0,53.0,Regular High School Diploma,Full Time,17134.4,Divorced,Female,Yes,4.863405,8,1,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,5.695207,138.2449,1220.192,3,4,5,4,4,5,5,5
4853,Y08499,Pilot Mountain,NC,Surry,7947,Rural,America/New_York,Air cabin crew,1.0,39.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Never Married,Female,Yes,11.37325,16,2,1,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Mailed Check,6.649321,245.0077,1211.694,4,3,4,4,4,4,6,5
4854,M949486,Seattle,WA,King,38620,Rural,America/Los_Angeles,"Conservator, museum/gallery",1.0,61.0,"Some College, 1 or More Years, No Degree",Part Time,33186.785,Separated,Female,No,14.54077,12,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Mailed Check,5.276321,161.575,3382.424,3,3,3,4,3,3,3,4
4855,X240332,Munday,WV,Wirt,109,Urban,America/New_York,Health and safety inspector,2.0,34.0,Regular High School Diploma,Part Time,56733.5,Married,Male,Yes,10.88277,9,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),15.1631,226.5259,1849.418,3,3,3,3,4,4,4,3
4856,W738025,Akron,OH,Summit,26659,Urban,America/New_York,Financial manager,1.0,48.0,Bachelor's Degree,Full Time,68204.46,Never Married,Male,Yes,9.119505,19,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),5.124495,192.1901,821.0926,4,3,1,4,4,4,4,3
4857,C671723,Whiteman Air Force Base,MO,Johnson,4029,Suburban,America/Chicago,"Psychotherapist, dance movement",1.0,21.0,Bachelor's Degree,Unemployed,35775.82,Divorced,Female,Yes,13.67965,14,2,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,5.111844,209.0714,1062.404,4,4,4,2,4,2,3,5
4858,B154541,Neenah,WI,Winnebago,43736,Suburban,America/Chicago,Jewellery designer,1.0,49.0,Regular High School Diploma,Student,23303.89,Never Married,Male,Yes,8.88121,11,1,1,No,One year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Bank Transfer(automatic),10.02376,150.0049,1610.068,3,2,3,2,5,2,3,2
4859,I590530,Pleasant Plains,AR,Independence,1158,Urban,America/Chicago,"Nurse, children's",1.0,69.0,Bachelor's Degree,Full Time,55365.37,Never Married,Female,Yes,39.93576,14,1,2,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,11.61657,143.7487,1454.178,5,5,5,4,5,3,2,4
4860,G623098,New Ipswich,NH,Hillsborough,5316,Rural,America/New_York,Learning mentor,3.0,69.0,"Some College, 1 or More Years, No Degree",Retired,31263.34,Divorced,Male,No,10.24765,9,1,0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Mailed Check,6.275924,116.8639,1196.239,3,3,2,3,4,4,3,3
4861,T896933,Caseyville,IL,St. Clair,6705,Urban,America/Chicago,Community education officer,0.0,77.0,Regular High School Diploma,Unemployed,33186.785,Widowed,Male,No,8.984327,14,0,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Bank Transfer(automatic),10.18273,139.6562,984.2773,4,4,2,2,4,3,3,2
4862,J234094,Mayfield,KY,Graves,23285,Rural,America/Chicago,Fashion designer,2.0,63.0,Bachelor's Degree,Full Time,114551.7,Widowed,Male,No,11.91048,17,1,0,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Credit Card (automatic),7.761878,105.3811,1231.447,2,3,2,3,3,3,2,4
4863,H572770,Hawthorne,NY,Westchester,4968,Rural,America/New_York,Barrister's clerk,0.0,53.0,Regular High School Diploma,Full Time,43010.56,Married,Female,No,7.238181,11,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,36.19603,149.0817,1178.98,3,3,4,4,2,3,4,4
4864,K447350,Wasilla,AK,Matanuska-Susitna,62135,Suburban,America/Anchorage,Paediatric nurse,2.0,32.0,GED or Alternative Credential,Full Time,33186.785,Never Married,Female,No,10.45082,8,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),12.70321,195.1556,1593.998,3,3,3,3,4,4,2,3
4865,O16400,Gustine,CA,Merced,10546,Suburban,America/Los_Angeles,"Librarian, academic",2.0,88.0,"Some College, 1 or More Years, No Degree",Full Time,21512.56,Separated,Male,Yes,7.327859,11,1,0,No,Two Year,No,No,DSL,No,No,No,No,No,No,Yes,Yes,No,Bank Transfer(automatic),36.19603,185.9802,1377.349,3,3,3,3,3,2,3,3
4866,P69600,Westfield,ME,Aroostook,620,Urban,America/New_York,Conference centre manager,0.0,28.0,Master's Degree,Unemployed,94788.34,Married,Male,No,14.16825,14,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,1.74299,104.578,453.3963,3,3,3,2,3,4,4,3
4867,Y920029,Orangeburg,SC,Orangeburg,1056,Urban,America/New_York,Production engineer,2.0,53.0,Regular High School Diploma,Retired,10595.27,Married,Male,No,10.32292,12,0,0,No,Two Year,No,Yes,None,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),2.825046,127.9268,569.841,5,5,5,1,4,4,3,5
4868,S103816,Norcross,MN,Grant,137,Suburban,America/Chicago,Publishing copy,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,16587.43,Divorced,Female,No,7.604357,12,0,1,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,2.237136,141.6926,733.0143,4,4,3,5,4,4,3,3
4869,T240504,Shell,WY,Big Horn,221,Urban,America/Denver,Nutritional therapist,4.0,49.0,Bachelor's Degree,Full Time,42033.71,Separated,Male,No,5.609997,10,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Credit Card (automatic),15.39062,150.4909,1719.699,4,4,3,3,2,2,3,2
4870,A793530,Lexington,IN,Scott,4892,Rural,America/Indiana/Indianapolis,Accommodation manager,0.0,45.0,Regular High School Diploma,Full Time,33186.785,Separated,Male,Yes,3.379452,12,2,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,No,No,No,Bank Transfer(automatic),6.749571,103.5941,1145.947,6,6,6,4,4,4,5,5
4871,S201981,Barryton,MI,Mecosta,2064,Urban,America/Detroit,Tax inspector,1.0,34.0,Bachelor's Degree,Full Time,33186.785,Never Married,Female,Yes,10.392,11,1,2,Yes,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),15.33595,171.7217,2065.691,3,4,4,5,2,5,3,4
4872,W644654,Caledonia,IL,Boone,2326,Urban,America/Chicago,"Scientist, research (maths)",0.0,36.0,Bachelor's Degree,Full Time,24084.76,Divorced,Female,No,8.298518,11,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,No,Mailed Check,8.686291,164.4348,992.4259,4,4,3,3,5,3,4,3
4873,V399133,Kansas City,MO,Jackson,10626,Urban,America/Chicago,Arts administrator,1.0,53.0,Regular High School Diploma,Full Time,3900.77,Widowed,Male,No,9.983625,13,1,2,No,One year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),17.8565,163.4135,3382.424,4,4,4,3,4,4,3,5
4874,P439509,Bloomfield,IA,Davis,7265,Rural,America/Chicago,Film/video editor,0.0,87.0,Regular High School Diploma,Full Time,107772.3,Married,Female,Yes,1.768276,16,0,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),36.19603,232.2109,512.1676,4,3,3,3,5,2,4,3
4875,F624787,East Marion,NY,Suffolk,954,Urban,America/New_York,Field seismologist,1.0,53.0,Bachelor's Degree,Full Time,16090.91,Never Married,Prefer not to answer,No,12.40228,10,2,2,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),2.255314,160.9269,520.7155,4,3,4,5,3,5,6,4
4876,E638895,Terre Hill,PA,Lancaster,846,Urban,America/New_York,Theatre manager,1.0,78.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Widowed,Male,Yes,7.587267,19,2,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,1.374443,136.2522,362.0021,4,4,3,3,3,4,4,4
4877,S651835,Berwick,PA,Columbia,19168,Rural,America/New_York,"Surveyor, land/geomatics",1.0,50.0,Bachelor's Degree,Full Time,33186.785,Divorced,Male,No,8.337279,12,0,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),1.40024,151.1074,944.6152,4,5,5,4,4,5,3,4
4878,T638047,Waverly,VA,Sussex,3708,Suburban,America/New_York,Radio broadcast assistant,0.0,77.0,Regular High School Diploma,Retired,6407.88,Married,Male,No,7.401152,16,0,0,No,Two Year,Yes,No,None,Yes,No,Yes,No,No,No,Yes,No,No,Credit Card (automatic),6.093746,106.6789,724.4379,4,4,5,2,5,3,3,3
4879,A634512,Burnsville,MN,Dakota,45158,Urban,America/Chicago,"Therapist, sports",1.0,31.0,"Some College, 1 or More Years, No Degree",Retired,31396.27,Separated,Male,No,8.979971,11,0,1,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,3.384599,147.1382,699.3608,3,3,2,3,3,3,3,4
4880,E107655,Ralls,TX,Crosby,2166,Urban,America/Chicago,"Designer, fashion/clothing",0.0,47.0,"Some College, 1 or More Years, No Degree",Full Time,16013.09,Married,Female,Yes,7.915445,11,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Credit Card (automatic),6.398242,197.6892,1348.318,5,4,4,3,3,3,3,4
4881,Q913573,White Stone,VA,Lancaster,2315,Urban,America/New_York,"Therapist, horticultural",0.0,87.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Widowed,Male,Yes,14.12063,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,2.223563,184.6219,873.3472,5,4,5,3,4,5,2,6
4882,J974076,Towson,MD,Baltimore,2271,Urban,America/New_York,TEFL teacher,0.0,85.0,Regular High School Diploma,Full Time,33186.785,Never Married,Male,No,14.51849,14,2,2,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),7.277274,184.7243,877.0781,2,4,4,4,3,4,4,4
4883,Y561620,Chester,IA,Howard,344,Suburban,America/Chicago,Hospital doctor,0.0,49.0,Bachelor's Degree,Full Time,16161.27,Divorced,Male,Yes,40.78864,13,0,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),36.19603,210.7862,3382.424,4,4,4,3,4,4,4,5
4884,X286811,Brooksville,KY,Bracken,4010,Suburban,America/New_York,Archaeologist,1.0,51.0,"Some College, 1 or More Years, No Degree",Full Time,20845.79,Widowed,Male,No,2.897739,11,2,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,17.58224,197.8462,3382.424,4,4,5,3,4,4,3,4
4885,S744209,Summit Argo,IL,Cook,11854,Urban,America/Chicago,Regulatory affairs officer,2.0,35.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Never Married,Female,No,7.359058,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,8.423652,144.026,868.498,5,4,3,4,3,4,6,4
4886,P668082,Pompey,NY,Onondaga,0,Rural,America/New_York,Analytical chemist,0.0,53.0,Associate's Degree,Retired,33186.785,Married,Female,Yes,10.28922,14,2,0,Yes,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,6.739064,253.4084,1211.32,4,4,2,5,4,3,3,3
4887,H338128,Woolford,MD,Dorchester,353,Urban,America/New_York,Glass blower/designer,1.0,27.0,Regular High School Diploma,Full Time,48848.88,Divorced,Female,Yes,11.10712,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),22.744,209.5887,2774.912,5,4,5,5,3,4,3,5
4888,U904070,Portia,AR,Lawrence,184,Urban,America/Chicago,Neurosurgeon,3.0,43.0,Bachelor's Degree,Part Time,33186.785,Divorced,Female,No,8.490996,11,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed Check,36.19603,235.006,1270.456,3,3,4,3,4,3,4,3
4889,E469169,Dustin,OK,Hughes,777,Urban,America/Chicago,"Scientist, forensic",1.0,87.0,GED or Alternative Credential,Full Time,33186.785,Never Married,Male,Yes,4.413999,16,4,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),1.726822,152.3108,850.0651,4,3,4,4,3,5,4,3
4890,Y751075,Vass,NC,Moore,5303,Urban,America/New_York,"Producer, radio",6.0,70.0,"9th Grade to 12th Grade, No Diploma",Full Time,83334.79,Married,Male,Yes,6.364972,12,0,2,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,6.495239,196.624,1558.695,3,4,2,3,4,3,4,4
4891,L416391,Unity,ME,Waldo,2348,Rural,America/New_York,Police officer,1.0,78.0,"Some College, 1 or More Years, No Degree",Student,33186.785,Divorced,Male,Yes,9.354115,13,2,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),5.778279,126.4722,616.623,4,3,5,5,3,3,2,3
4892,K472000,Green Pond,AL,Bibb,0,Suburban,America/Chicago,Marketing executive,5.0,32.0,Master's Degree,Retired,59960.0,Separated,Female,Yes,7.898231,7,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,8.324111,180.7035,1629.696,3,4,4,2,5,3,3,3
4893,P778970,Jonesburg,MO,Montgomery,1913,Urban,America/Chicago,Rural practice surveyor,0.0,55.0,Associate's Degree,Part Time,87320.1,Married,Female,No,9.663017,10,2,0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),4.484822,104.4374,764.4833,5,3,4,5,1,4,5,4
4894,W847233,Nashua,NH,Hillsborough,29586,Urban,America/New_York,"Merchandiser, retail",1.0,64.0,Bachelor's Degree,Full Time,68793.34,Married,Male,No,11.65232,16,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,6.994401,146.9497,3382.424,3,4,3,4,4,4,5,3
4895,V915366,Providence,UT,Cache,7570,Suburban,America/Denver,Interior and spatial designer,3.0,53.0,GED or Alternative Credential,Full Time,33055.59,Married,Female,No,7.5624,9,0,0,Yes,Two Year,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),6.597117,141.6961,1384.04,3,2,2,3,4,2,2,3
4896,W458856,Robeline,LA,Natchitoches,2326,Rural,America/Chicago,Osteopath,0.0,23.0,Regular High School Diploma,Full Time,22588.39,Never Married,Female,No,12.30849,13,3,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Electronic Check,11.12081,181.204,1321.611,3,3,3,4,3,3,3,3
4897,Z709647,Meriden,CT,New Haven,25086,Urban,America/New_York,"Librarian, public",1.0,44.0,Regular High School Diploma,Unemployed,79358.93,Married,Female,No,4.985563,8,0,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,17.55118,114.1097,1991.629,2,4,3,5,4,4,3,3
4898,K776350,Buffalo,NY,Erie,1666,Rural,America/New_York,"Engineer, materials",2.0,34.0,Master's Degree,Full Time,25142.24,Never Married,Male,No,1.702717,13,3,0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),4.795038,126.7983,1096.599,3,4,4,2,4,4,3,6
4899,Q539467,Richmond Hill,NY,Queens,38517,Rural,America/New_York,"Administrator, sports",1.0,20.0,Master's Degree,Part Time,33186.785,Separated,Female,Yes,7.923211,12,2,1,Yes,One year,No,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,4.377435,208.3537,981.847,4,3,4,3,5,4,2,3
4900,V249949,Amarillo,TX,Potter,10395,Rural,America/Chicago,Architect,1.0,77.0,"Some College, Less than 1 Year",Full Time,19819.81,Separated,Male,Yes,9.516396,9,1,1,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,15.35499,243.2848,1870.594,3,3,3,3,3,4,2,3
4901,E172755,Oakwood,TX,Leon,2968,Rural,America/Chicago,Associate Professor,0.0,75.0,Regular High School Diploma,Full Time,33186.785,Separated,Male,Yes,10.65115,13,1,2,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),2.696846,233.0657,808.1145,2,3,3,4,3,2,2,3
4902,C359732,Waialua,HI,Honolulu,7715,Suburban,Pacific/Honolulu,Energy manager,1.0,53.0,Regular High School Diploma,Full Time,33186.785,Married,Male,Yes,11.82546,11,0,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),9.648973,170.1809,1278.615,1,2,2,3,3,3,3,3
4903,E262279,High Bridge,NJ,Hunterdon,3558,Suburban,America/New_York,Rural practice surveyor,1.0,45.0,"Some College, Less than 1 Year",Full Time,24074.11,Divorced,Male,No,11.39023,5,1,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Mailed Check,20.16597,158.1535,1934.499,4,4,4,4,2,4,4,2
4904,D88462,Lynnwood,WA,Snohomish,29402,Rural,America/Los_Angeles,Financial manager,4.0,54.0,Bachelor's Degree,Student,162842.8,Married,Male,Yes,7.850233,12,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,6.193832,163.2037,3382.424,5,4,4,4,3,5,4,4
4905,U308163,San Francisco,CA,San Francisco,41468,Suburban,America/Los_Angeles,Art gallery manager,2.0,53.0,Master's Degree,Retired,45427.7,Divorced,Male,Yes,9.659362,11,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,2.553094,165.6073,1258.112,4,4,5,4,5,2,2,4
4906,J947508,Lubbock,TX,Lubbock,8295,Rural,America/Chicago,Meteorologist,4.0,23.0,Regular High School Diploma,Full Time,38045.21,Widowed,Male,Yes,7.43103,17,1,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),21.19755,221.5525,2605.553,3,3,2,3,5,4,3,3
4907,S528281,Dickeyville,WI,Grant,1227,Urban,America/Chicago,Tree surgeon,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Divorced,Female,Yes,7.848065,12,0,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),20.52701,165.2874,2563.028,4,6,4,2,5,3,3,3
4908,E678852,Arabi,GA,Crisp,1084,Rural,America/New_York,Technical sales engineer,10.0,85.0,Bachelor's Degree,Full Time,39001.57,Widowed,Female,Yes,11.58148,13,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,12.00948,287.3384,1885.395,4,4,3,4,4,3,3,5
4909,I86158,Manati,PR,ManatÃ­,39859,Urban,America/Puerto_Rico,Horticultural therapist,8.0,53.0,Regular High School Diploma,Full Time,46708.88,Divorced,Female,Yes,10.84232,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),5.516053,229.5792,1294.28,5,4,4,4,3,3,3,4
4910,P153763,Rugby,TN,Morgan,95,Rural,America/New_York,"Engineer, manufacturing",3.0,34.0,Regular High School Diploma,Full Time,33533.36,Separated,Male,Yes,9.707848,10,0,1,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,9.696166,247.3596,2089.326,2,2,4,4,2,3,3,2
4911,D555568,Brookston,MN,St. Louis,684,Suburban,America/Chicago,Ecologist,0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,13148.1,Separated,Male,Yes,11.53118,13,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,6.135015,194.7645,877.3672,4,3,3,3,4,3,3,4
4912,G460115,Granite Falls,NC,Caldwell,20007,Rural,America/New_York,Pensions consultant,1.0,75.0,Nursery School to 8th Grade,Full Time,33186.785,Never Married,Female,Yes,9.847042,9,0,0,Yes,Month-to-month,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),11.69119,255.6002,1943.387,4,3,3,3,3,3,5,5
4913,V603783,Saratoga,WY,Carbon,2231,Rural,America/Denver,Bookseller,3.0,69.0,Regular High School Diploma,Unemployed,87277.75,Widowed,Female,Yes,14.64981,10,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Electronic Check,4.301967,176.3025,1122.244,6,6,6,6,3,7,5,5
4914,N960360,North Bend,WA,King,14795,Urban,America/Los_Angeles,Technical author,0.0,53.0,Master's Degree,Full Time,33186.785,Widowed,Male,Yes,7.393719,14,1,0,Yes,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Credit Card (automatic),11.40635,144.4026,1685.655,3,2,4,5,3,3,3,5
4915,A327397,Bremen,IN,Marshall,9692,Suburban,America/Indiana/Indianapolis,Media planner,1.0,63.0,Regular High School Diploma,Retired,43369.94,Separated,Male,Yes,8.730471,15,3,0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),5.119045,147.3966,645.1545,4,4,5,2,5,4,3,2
4916,K191922,Midland,MD,Allegany,676,Rural,America/New_York,Clinical molecular geneticist,1.0,68.0,Regular High School Diploma,Part Time,33186.785,Divorced,Male,No,16.17007,8,2,1,No,Month-to-month,No,No,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,No,Credit Card (automatic),7.663799,171.8591,1006.466,4,4,4,3,4,3,4,4
